SignalDate,Regime,RiskBasket3M,DefenseBasket3M,RiskVsDefenseSpread3M,RealAssetsStrength3M,FinancialAssetsStrength3M,RealVsFinancialSpread3M,DurationStrength3M,TopLeader3M,TopLaggard3M
2018-09-28,Risk-On,0.023210392933756995,-0.01866948013035613,0.04187987306411313,-0.009473857448367004,0.01614612382547127,-0.02561998127383827,-0.01866948013035613,SPY,GLD
2018-10-31,Mixed,-0.05847628163709502,-0.02489744953029982,-0.0335788321067952,-0.01749021734158081,-0.022560229378837414,0.005070012037256603,-0.02489744953029982,IEF,EEM
2018-11-30,Duration Bid,-0.038399199606406406,-0.02110090208521731,-0.017298297521189096,-0.040368210053141694,-0.026467481623769173,-0.013900728429372521,-0.02110090208521731,GLD,PDBC
2018-12-31,Risk-Off,-0.08930219864174364,0.04221911115486621,-0.13152130979660986,-0.05949440947506154,-0.02016221378271139,-0.03933219569235015,0.04221911115486621,GLD,PDBC
2019-01-31,Risk-Off,0.04716682848988154,0.06502386447023623,-0.017857035980354687,0.0272351286750047,0.04116762148146034,-0.01393249280645564,0.06502386447023623,EEM,PDBC
2019-02-28,Risk-Off,0.03543822630896454,0.03861591117568175,-0.003177684866717212,0.057082359991061114,0.03697790316691076,0.020104456824150352,0.03861591117568175,GLD,SPY
2019-03-29,Risk-On,0.11744758636109735,0.03647399086342373,0.08097359549767362,0.09409117710354997,0.0691802725868981,0.02491090451665187,0.03647399086342373,VNQ,GLD
2019-04-30,Risk-On,0.052286986716974626,0.01815763583027674,0.034129350886697885,0.019614651368478803,0.039470516790808444,-0.01985586542232964,0.01815763583027674,SPY,GLD
2019-05-31,Risk-Off,-0.0034283562684131576,0.07891111387589766,-0.08233947014431083,-0.0046263299630762145,0.04077998166259542,-0.04540631162567164,0.07891111387589766,TLT,PDBC
2019-06-28,Duration Bid,0.024367253137692745,0.047344272506111285,-0.02297701936841854,0.03085795719376705,0.042527721302304713,-0.011669764108537664,0.047344272506111285,GLD,PDBC
2019-07-31,Risk-Off,0.00165848406970186,0.062369175952492806,-0.06071069188279095,0.03295796151878905,0.04132304186738733,-0.008365080348598286,0.062369175952492806,GLD,EEM
2019-08-30,Duration Bid,0.038536013009302116,0.0882447212921531,-0.04970870828285099,0.0714454208258574,0.07193388019488775,-0.0004884593690303446,0.0882447212921531,GLD,PDBC
2019-09-30,Risk-Off,0.010095010578147035,0.05554142357147296,-0.04544641299332593,0.024077994085032195,0.0350309492920029,-0.010952955206970705,0.05554142357147296,TLT,EEM
2019-10-31,Risk-Off,0.03411660273886889,0.0489086457732375,-0.01479204303436861,0.03941430802042726,0.0338323360725866,0.005581971947840658,0.0489086457732375,VNQ,PDBC
2019-11-29,Risk-On,0.04881839544015469,-0.02917871776088926,0.07799711320104395,0.0016089763229323688,0.006585159272946917,-0.004976182950014548,-0.02917871776088926,SPY,TLT
2019-12-31,Risk-On,0.06371811981183675,-0.030443985440437638,0.09416210525227439,0.03664190573124867,0.01366324440924489,0.02297866132200378,-0.030443985440437638,EEM,TLT
2020-01-31,Mixed,0.023002983881495843,0.028121863792650026,-0.005118879911154183,0.006742876904947126,0.03539936277950573,-0.0286564858745586,0.028121863792650026,SPY,PDBC
2020-02-28,Risk-Off,-0.041418812776696255,0.08348570780351472,-0.12490452058021098,-0.023882037848882837,0.031312405947138064,-0.0551944437960209,0.08348570780351472,TLT,PDBC
2020-03-31,Risk-Off,-0.20426707415801992,0.1632267115438939,-0.3674937857019138,-0.16384760276268048,-0.002754753304243196,-0.1610928494584373,0.1632267115438939,TLT,PDBC
2020-04-30,Risk-Off,-0.12706000576292972,0.10948505486333804,-0.23654506062626776,-0.12040602774450522,0.01032771482345487,-0.13073374256796008,0.10948505486333804,TLT,PDBC
2020-05-29,Risk-Off,-0.04247250522904713,0.05062500250278357,-0.0930975077318307,-0.04547827698012533,0.022481399252322797,-0.06795967623244813,0.05062500250278357,GLD,PDBC
2020-06-30,Risk-On,0.14874450502752787,0.002084319035029425,0.14666018599249844,0.12021645971359034,0.07526689115191229,0.04494956856167805,0.002084319035029425,SPY,TLT
2020-07-31,Risk-On,0.11700443832060485,0.020840235733813772,0.09616420258679108,0.14294730599737435,0.0649577545916868,0.07798955140568754,0.020840235733813772,EEM,IEF
2020-08-31,Risk-On,0.11114470518593929,-0.002913964688183668,0.11405866987412296,0.11744655612253574,0.045102818289943225,0.07234373783259251,-0.002913964688183668,EEM,TLT
2020-09-30,Risk-On,0.05848663636162281,0.000675820382983916,0.057810815978638894,0.04264557155826173,0.028106714600171157,0.014538856958090571,0.000675820382983916,EEM,TLT
2020-10-30,Risk-On,-0.0061990121433167285,-0.047842732628457785,0.041643720485141054,-0.041931601303884035,-0.024851227268786323,-0.017080374035097712,-0.047842732628457785,EEM,TLT
2020-11-30,Risk-On,0.05555707373289431,-0.008703491953476472,0.06426056568637079,-0.014119445062961441,0.015827241773683,-0.02994668683664444,-0.008703491953476472,EEM,GLD
2020-12-31,Risk-On,0.12270654319939238,-0.021332541994095733,0.14403908519348813,0.07210081055312718,0.03409859370109021,0.038002216852036974,-0.021332541994095733,EEM,TLT
2021-01-29,Risk-On,0.142068724228899,-0.02113075335945158,0.16319947758835057,0.0991040066120659,0.03317683796119919,0.06592716865086672,-0.02113075335945158,EEM,TLT
2021-02-26,Risk-On,0.06208776890010017,-0.06966272935444334,0.13175049825454352,0.07748101253406874,-0.02203043717494635,0.09951144970901508,-0.06966272935444334,PDBC,TLT
2021-03-31,Risk-On,0.04590121017377626,-0.09827989806911797,0.14418110824289423,0.03806055724197407,-0.03637901569051873,0.0744395729324928,-0.09827989806911797,PDBC,TLT
2021-04-30,Risk-On,0.08240662817759814,-0.06093617504931276,0.1433428032269109,0.10520252931905046,-0.00029431091198659496,0.10549684023103705,-0.06093617504931276,PDBC,TLT
2021-05-28,Risk-On,0.07672752414122272,-0.019342172866069318,0.09606969700729204,0.11988459840888366,0.01799141507753186,0.1018931833313518,-0.019342172866069318,VNQ,TLT
2021-06-30,Inflation Tilt,0.06240688352724653,0.04747167778432049,0.01493520574292604,0.10569414118815335,0.04756989258054976,0.05812424860760359,0.04747167778432049,PDBC,HYG
2021-07-30,Duration Bid,0.028210431738601206,0.05886635279246433,-0.03065592105386312,0.06630431139230779,0.045955112931969924,0.020349198460337864,0.05886635279246433,PDBC,EEM
2021-08-31,Duration Bid,0.03290452815503573,0.05279152689213007,-0.01988699873709434,0.02691055188900034,0.047535377507667585,-0.020624825618667245,0.05279152689213007,VNQ,GLD
2021-09-30,Mixed,-0.016453880507284423,0.0016230800495409814,-0.018076960556825405,0.015124410896129406,0.0015725326708667664,0.01355187822526264,0.0016230800495409814,PDBC,EEM
2021-10-29,Risk-On,0.01630711872321704,-0.01635715896820189,0.03266427769141893,0.0333226219644599,0.0007870364395401452,0.03253558552491975,-0.01635715896820189,PDBC,IEF
2021-11-30,Duration Bid,-0.026481548525605338,0.00640283508313344,-0.03288438360873878,-0.007853689288330301,-0.0009060773108708009,-0.0069476119774595,0.00640283508313344,TLT,EEM
2021-12-31,Risk-On,0.056243090770032575,0.016505552683058533,0.03973753808697404,0.07298115280792761,0.031037464389446878,0.04194368841848073,0.016505552683058533,VNQ,EEM
2022-01-31,Inflation Tilt,-0.023124443252918847,-0.024010171014857362,0.0008857277619385151,0.015271255531913294,-0.023652078272819944,0.038923333804733236,-0.024010171014857362,PDBC,EFA
2022-02-28,Inflation Tilt,-0.02777827999080442,-0.05154208330360832,0.0237638033128039,0.09176326310940157,-0.042185578747004036,0.1339488418564056,-0.05154208330360832,PDBC,TLT
2022-03-31,Risk-On,-0.05890605425539961,-0.0850129976250803,0.02610694336968069,0.0835194301053751,-0.06945523503145776,0.15297466513683286,-0.0850129976250803,PDBC,TLT
2022-04-29,Risk-On,-0.07738798027057706,-0.12075332400852007,0.04336534373794301,0.08879582902631385,-0.09969751366949539,0.18849334269580925,-0.12075332400852007,PDBC,TLT
2022-05-31,Risk-On,-0.04999582822527562,-0.11917173999030728,0.06917591176503166,0.0455561457087749,-0.08110187947689343,0.12665802518566832,-0.11917173999030728,PDBC,TLT
2022-06-30,Duration Bid,-0.1292646610077455,-0.08530694772746605,-0.04395771328027945,-0.06623877478211034,-0.10211747461954897,0.03587869983743863,-0.08530694772746605,PDBC,SPY
2022-07-29,Mixed,-0.02001371250455506,0.007752348838183376,-0.027766061342738436,-0.05649488001399524,0.010619991550007923,-0.06711487156400317,0.007752348838183376,IEF,GLD
2022-08-31,Risk-Off,-0.062325974808804155,-0.026700315724016543,-0.03562565908478761,-0.07807801502290397,-0.0362392440287473,-0.04183877099415667,-0.026700315724016543,IEF,PDBC
2022-09-30,Mixed,-0.08218036517938035,-0.0798887794813955,-0.0022915856979848492,-0.0985022958455369,-0.05755409694901712,-0.04094819889651977,-0.0798887794813955,HYG,EEM
2022-10-31,Risk-On,-0.10018551581181781,-0.13687709915826074,0.03669158334644293,-0.08728931284492851,-0.09769872484075068,0.010409411995822168,-0.13687709915826074,PDBC,TLT
2022-11-30,Risk-On,0.022477064817378545,-0.05133302136963025,0.0738100861870088,-0.005533011288169742,-0.008486104129393834,0.0029530928412240913,-0.05133302136963025,EFA,TLT
2022-12-30,Risk-On,0.08981639019722651,-0.006467815246569586,0.0962842054437961,0.05874752614581976,0.03102498948095187,0.02772253666486789,-0.006467815246569586,EFA,TLT
2023-01-31,Mixed,0.13259233583602623,0.0902249137661909,0.04236742206983532,0.09712587130261378,0.07905585284654797,0.018070018456065817,0.0902249137661909,EEM,PDBC
2023-02-28,Mixed,-0.003572326341220422,-0.007794423417630314,0.004222097076409892,-0.015194867386679781,-0.009551198755629398,-0.005643668631050383,-0.007794423417630314,EFA,PDBC
2023-03-31,Mixed,0.051902841587596574,0.05650191658519754,-0.004599074997600969,0.019681298834353027,0.054287125998385165,-0.03460582716403214,0.05650191658519754,EFA,PDBC
2023-04-28,Mixed,-0.014248270812693397,0.0061881966256355225,-0.02043646743832892,-0.033172599047538366,0.00867416227232507,-0.04184676131986344,0.0061881966256355225,GLD,VNQ
2023-05-31,Mixed,0.0056885016159071485,0.025421560401843624,-0.019733058785936473,-0.0179293372881096,0.028989747603039094,-0.046919084891148696,0.025421560401843624,GLD,PDBC
2023-06-30,Risk-On,0.030880225861168054,-0.021792402302374503,0.052672628163542554,-0.01754704818181167,0.009353759721924093,-0.026900807903735762,-0.021792402302374503,SPY,PDBC
2023-07-31,Risk-On,0.05334336587866147,-0.04293706756245358,0.09628043344111505,0.022353063111570665,0.005228199331289374,0.01712486378028129,-0.04293706756245358,SPY,TLT
2023-08-31,Risk-On,0.04372534003460795,-0.04008620308457589,0.08381154311918385,0.04788436914125083,0.005780697545514446,0.04210367159573638,-0.04008620308457589,PDBC,TLT
2023-09-29,Risk-On,-0.0422768393797067,-0.08792548480162915,0.04564864542192245,-0.008376425269531676,-0.05166770465530781,0.043291279385776135,-0.08792548480162915,PDBC,TLT
2023-10-31,Inflation Tilt,-0.0941385892138457,-0.10707277163679307,0.012934182422947374,-0.04476932287694494,-0.07848320234007397,0.03371387946312903,-0.10707277163679307,GLD,TLT
2023-11-30,Risk-On,0.012471465911805878,-0.02511903201663035,0.03759049792843623,0.007486740450581138,8.242519650409896e-05,0.007404315254077039,-0.02511903201663035,GLD,TLT
2023-12-29,Risk-On,0.11126551867116792,0.09675791315063076,0.014507605520537162,0.07471467756518235,0.09639261375181843,-0.021677936186636076,0.09675791315063076,VNQ,PDBC
2024-01-31,Duration Bid,0.12167482539500667,0.12683311603750624,-0.005158290642499577,0.04927923046713023,0.12396514021374276,-0.07468590974661253,0.12683311603750624,TLT,PDBC
2024-02-29,Risk-On,0.06474383025511554,0.027688159293159043,0.0370556709619565,0.008667506224219005,0.046664486366192824,-0.03799698014197382,0.027688159293159043,SPY,PDBC
2024-03-28,Risk-On,0.03752517332283993,-0.02495866446862116,0.06248383779146109,0.035351866572681745,0.012102541524223454,0.02324932504845829,-0.02495866446862116,SPY,TLT
2024-04-30,Risk-On,0.019599266524523686,-0.06149089288767012,0.0810901594121938,0.041422571123831596,-0.023286815055152933,0.06470938617898453,-0.06149089288767012,GLD,TLT
2024-05-31,Risk-On,0.026384575805860688,-0.018321315633145263,0.044705891439005954,0.05939318662116988,0.004462124593983696,0.05493106202718619,-0.018321315633145263,GLD,TLT
2024-06-28,Risk-On,0.014733138157550351,-0.010959085814693514,0.025692223972243865,0.012907943670526426,0.004834103987395389,0.008073839683131037,-0.010959085814693514,GLD,TLT
2024-07-31,Mixed,0.08180363161844909,0.07291761693756282,0.008886014680886262,0.06120193048572583,0.06944821140281313,-0.008246280917087297,0.07291761693756282,VNQ,PDBC
2024-08-30,Mixed,0.07173507730014231,0.06645879907505259,0.00527627822508972,0.0602605494179879,0.06027485792339822,-1.4308505410322303e-05,0.06645879907505259,VNQ,PDBC
2024-09-30,Mixed,0.08636669546665807,0.06828636357748119,0.018080331889176876,0.08640369403692993,0.06343768691210064,0.022966007124829296,0.06828636357748119,VNQ,PDBC
2024-10-31,Risk-On,0.025833718601659904,-0.011310532662019313,0.03714425126367922,0.05736021168420683,0.008269901765636379,0.049090309918570454,-0.011310532662019313,GLD,TLT
2024-11-29,Risk-On,0.017130171656570225,-0.013499310090606675,0.0306294817471769,0.035622007553191525,0.01477268621424468,0.020849321338946847,-0.013499310090606675,SPY,EFA
2024-12-31,Risk-On,-0.041866637788619834,-0.07167034286998447,0.029803705081364637,-0.02318033355733144,-0.03209180156125999,0.008911468003928554,-0.07167034286998447,SPY,TLT
2025-01-31,Risk-On,0.009280303291278269,-0.023511004777628852,0.03279130806890712,0.0036642722803345387,0.0067089829663949715,-0.003044710686060433,-0.023511004777628852,SPY,TLT
2025-02-28,Inflation Tilt,0.006714350958401094,0.002686701847167461,0.004027649111233633,0.026673230961002863,0.0024714346149871114,0.024201796346015752,0.002686701847167461,GLD,VNQ
2025-03-31,Risk-Off,0.02447695725221515,0.04362566003511781,-0.01914870278290266,0.0887070985795871,0.01636022849657446,0.07234687008301263,0.04362566003511781,GLD,SPY
2025-04-30,Risk-Off,0.0007007836516927046,0.036218587317769724,-0.03551780366607702,0.031664108128081736,0.0025556768367028136,0.02910843129137892,0.036218587317769724,GLD,SPY
2025-05-30,Mixed,0.021133278062797058,-0.02766414677743667,0.04879742484023373,0.01760260112530665,-0.011602418309876406,0.029205019435183055,-0.02766414677743667,GLD,PDBC
2025-06-30,Risk-On,0.07315840764837142,-0.002908860461034002,0.07606726810940542,0.0026511809637513504,0.03191436565044818,-0.029263184686696832,-0.002908860461034002,EEM,PDBC
2025-07-31,Risk-On,0.0741873178842463,-0.01008982893270477,0.08427714681695107,0.030392332946556595,0.03653559590474378,-0.006143262958187182,-0.01008982893270477,SPY,TLT
2025-08-29,Risk-On,0.06508115710713484,0.020850190404053337,0.044230966703081506,0.04903902590932274,0.040192883626947576,0.008846142282375166,0.020850190404053337,EEM,TLT
2025-09-30,Risk-On,0.058080122084065655,0.020628845379582095,0.03745127670448356,0.07744555086628509,0.034469187872703255,0.04297636299358183,0.020628845379582095,GLD,IEF
2025-10-31,Mixed,0.06608034024658731,0.040363237194628976,0.02571710305195833,0.08026299819774303,0.04272603611956467,0.03753696207817836,0.040363237194628976,GLD,VNQ
2025-11-28,Inflation Tilt,0.04167147598220435,0.03838156870031628,0.00328990728188807,0.08563886588839653,0.03704190923543003,0.048596956652966504,0.03838156870031628,GLD,VNQ
2025-12-31,Risk-On,0.02041319752876063,-0.0005660992816305943,0.020979296810391224,0.038857071134410615,0.008239771271629847,0.030617299862780768,-0.0005660992816305943,GLD,VNQ
2026-01-30,Risk-On,0.046607093572834435,-0.01218486554295345,0.058791959115787884,0.1156312381221174,0.0034120125270669767,0.11221922559505042,-0.01218486554295345,GLD,TLT
2026-02-27,Inflation Tilt,0.0741263816134659,0.016371132754197992,0.0577552488592679,0.1438546284339132,0.012061386740350599,0.1317932416935626,0.016371132754197992,GLD,SPY
2026-03-31,Inflation Tilt,0.0030653509672441404,0.00018334284570653558,0.0028820081215376048,0.13533308916993994,-0.010135839911760657,0.1454689290817006,0.00018334284570653558,PDBC,SPY
