Symbol,YahooTicker,Name,Sector,UniverseType,StartDate,EndDate,SnapshotDate,RevisionDate,OldId
TMO,TMO,Thermo Fisher Scientific,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
TXN,TXN,Texas Instruments,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
UNH,UNH,UnitedHealth Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
UNP,UNP,Union Pacific Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
UPS,UPS,United Parcel Service,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
USB,USB,U.S. Bancorp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
UTX,UTX,United Technologies,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
V,V,Visa Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
VZ,VZ,Verizon Communications,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
WBA,WBA,Walgreens Boots Alliance,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
WFC,WFC,Wells Fargo,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
WMT,WMT,Walmart,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
XOM,XOM,Exxon Mobil Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-03-31,2020-04-29,2020-03-31,2020-01-29,938082694
AAPL,AAPL,Apple Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ABBV,ABBV,AbbVie Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ABT,ABT,Abbott Laboratories,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ACN,ACN,Accenture,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ADBE,ADBE,Adobe Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AGN,AGN,Allergan,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AIG,AIG,American International Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ALL,ALL,Allstate,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AMGN,AMGN,Amgen Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AMT,AMT,American Tower,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AMZN,AMZN,Amazon.com,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AXP,AXP,American Express,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BA,BA,Boeing Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BAC,BAC,Bank of America Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BIIB,BIIB,Biogen,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BK,BK,The Bank of New York Mellon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BKNG,BKNG,Booking Holdings,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BLK,BLK,BlackRock Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BMY,BMY,Bristol-Myers Squibb,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
BRK.B,BRK-B,Berkshire Hathaway,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
C,C,Citigroup Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CAT,CAT,Caterpillar Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CHTR,CHTR,Charter Communications,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CL,CL,Colgate-Palmolive,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CMCSA,CMCSA,Comcast Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
COF,COF,Capital One Financial Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
COP,COP,ConocoPhillips,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
COST,COST,Costco Wholesale Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CSCO,CSCO,Cisco Systems,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CVS,CVS,CVS Health,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
CVX,CVX,Chevron Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
DD,DD,DuPont de Nemours Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
DHR,DHR,Danaher Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
DIS,DIS,The Walt Disney Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
DOW,DOW,Dow Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
DUK,DUK,Duke Energy,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
EMR,EMR,Emerson Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
EXC,EXC,Exelon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
F,F,Ford Motor Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
FB,FB,"Facebook, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
FDX,FDX,FedEx,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GD,GD,General Dynamics,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GE,GE,General Electric,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GILD,GILD,Gilead Sciences,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GM,GM,General Motors,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GOOG,GOOG,Alphabet Inc. (Class C),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GOOGL,GOOGL,Alphabet Inc. (Class A),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
GS,GS,Goldman Sachs,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
HD,HD,Home Depot,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
HON,HON,Honeywell,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
IBM,IBM,International Business Machines,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
INTC,INTC,Intel Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
JNJ,JNJ,Johnson & Johnson,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
JPM,JPM,JPMorgan Chase & Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
KHC,KHC,Kraft Heinz,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
KMI,KMI,Kinder Morgan,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
KO,KO,The Coca-Cola Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
LLY,LLY,Eli Lilly and Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
LMT,LMT,Lockheed Martin,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
LOW,LOW,Lowe's,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MA,MA,MasterCard Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MCD,MCD,McDonald's Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MDLZ,MDLZ,Mondelēz International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MDT,MDT,Medtronic plc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MET,MET,MetLife Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MMM,MMM,3M Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MO,MO,Altria Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MRK,MRK,Merck & Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MS,MS,Morgan Stanley,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
MSFT,MSFT,Microsoft,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
NEE,NEE,NextEra Energy,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
NFLX,NFLX,Netflix,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
NKE,NKE,"Nike, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
NVDA,NVDA,NVIDIA Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
ORCL,ORCL,Oracle Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
OXY,OXY,Occidental Petroleum Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
PEP,PEP,PepsiCo,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
PFE,PFE,Pfizer Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
PG,PG,Procter & Gamble Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
PM,PM,Philip Morris International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
PYPL,PYPL,PayPal Holdings,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
QCOM,QCOM,Qualcomm Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
RTX,RTX,Raytheon Technologies,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
SBUX,SBUX,Starbucks Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
SLB,SLB,Schlumberger,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
SO,SO,Southern Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
SPG,SPG,"Simon Property Group, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
T,T,AT&T Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
TGT,TGT,Target Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
TMO,TMO,Thermo Fisher Scientific,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
TXN,TXN,Texas Instruments,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
UNH,UNH,UnitedHealth Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
UNP,UNP,Union Pacific Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
UPS,UPS,United Parcel Service,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
USB,USB,U.S. Bancorp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
V,V,Visa Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
VZ,VZ,Verizon Communications,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
WBA,WBA,Walgreens Boots Alliance,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
WFC,WFC,Wells Fargo,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
WMT,WMT,Walmart,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
XOM,XOM,Exxon Mobil Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-04-30,2020-05-30,2020-04-30,2020-04-30,953997999
AAPL,AAPL,Apple Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
ABBV,ABBV,AbbVie Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
ABT,ABT,Abbott Laboratories,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
ACN,ACN,Accenture,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
ADBE,ADBE,Adobe Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
AIG,AIG,American International Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
ALL,ALL,Allstate,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
AMGN,AMGN,Amgen Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
AMT,AMT,American Tower,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
AMZN,AMZN,Amazon.com,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
AXP,AXP,American Express,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BA,BA,Boeing Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BAC,BAC,Bank of America Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BIIB,BIIB,Biogen,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BK,BK,The Bank of New York Mellon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BKNG,BKNG,Booking Holdings,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BLK,BLK,BlackRock Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BMY,BMY,Bristol-Myers Squibb,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
BRK.B,BRK-B,Berkshire Hathaway,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
C,C,Citigroup Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CAT,CAT,Caterpillar Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CHTR,CHTR,Charter Communications,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CL,CL,Colgate-Palmolive,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CMCSA,CMCSA,Comcast Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
COF,COF,Capital One Financial Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
COP,COP,ConocoPhillips,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
COST,COST,Costco Wholesale Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CRM,CRM,salesforce.com,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CSCO,CSCO,Cisco Systems,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CVS,CVS,CVS Health,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
CVX,CVX,Chevron Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
DD,DD,DuPont de Nemours Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
DHR,DHR,Danaher Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
DIS,DIS,The Walt Disney Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
DOW,DOW,Dow Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
DUK,DUK,Duke Energy,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
EMR,EMR,Emerson Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
EXC,EXC,Exelon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
F,F,Ford Motor Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
FB,FB,"Facebook, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
FDX,FDX,FedEx,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GD,GD,General Dynamics,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GE,GE,General Electric,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GILD,GILD,Gilead Sciences,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GM,GM,General Motors,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GOOG,GOOG,Alphabet Inc. (Class C),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GOOGL,GOOGL,Alphabet Inc. (Class A),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
GS,GS,Goldman Sachs,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
HD,HD,Home Depot,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
HON,HON,Honeywell,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
IBM,IBM,International Business Machines,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
INTC,INTC,Intel Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
JNJ,JNJ,Johnson & Johnson,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
JPM,JPM,JPMorgan Chase & Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
KHC,KHC,Kraft Heinz,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
KMI,KMI,Kinder Morgan,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
KO,KO,The Coca-Cola Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
LLY,LLY,Eli Lilly and Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2020-05-31,2020-06-29,2020-05-31,2020-05-29,959665002
