Symbol,YahooTicker,Name,Sector,UniverseType,StartDate,EndDate,SnapshotDate,RevisionDate,OldId
MDLZ,MDLZ,Mondelēz International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MDT,MDT,Medtronic,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MET,MET,MetLife,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
META,META,Meta Platforms,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MMM,MMM,3M,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MO,MO,Altria,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MRK,MRK,Merck & Co.,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MS,MS,Morgan Stanley,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MSFT,MSFT,Microsoft,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
NEE,NEE,NextEra Energy,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
NFLX,NFLX,"Netflix, Inc.",Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
NKE,NKE,"Nike, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
NVDA,NVDA,Nvidia,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
ORCL,ORCL,Oracle Corporation,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
PEP,PEP,PepsiCo,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
PFE,PFE,Pfizer,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
PG,PG,Procter & Gamble,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
PM,PM,Philip Morris International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
PYPL,PYPL,PayPal,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
QCOM,QCOM,Qualcomm,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
RTX,RTX,RTX Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
SBUX,SBUX,Starbucks,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
SCHW,SCHW,Charles Schwab Corporation,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
SO,SO,Southern Company,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
SPG,SPG,Simon Property Group,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
T,T,AT&T,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
TGT,TGT,Target Corporation,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
TMO,TMO,Thermo Fisher Scientific,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
TMUS,TMUS,T-Mobile US,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
TSLA,TSLA,"Tesla, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
TXN,TXN,Texas Instruments,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
UNH,UNH,UnitedHealth Group,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
UNP,UNP,Union Pacific Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
UPS,UPS,United Parcel Service,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
USB,USB,U.S. Bancorp,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
V,V,Visa Inc.,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
VZ,VZ,Verizon,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
WFC,WFC,Wells Fargo,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
WMT,WMT,Walmart,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
XOM,XOM,ExxonMobil,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AAPL,AAPL,Apple Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ABBV,ABBV,AbbVie,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ABT,ABT,Abbott Laboratories,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ACN,ACN,Accenture,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ADBE,ADBE,Adobe Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AIG,AIG,American International Group,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AMD,AMD,Advanced Micro Devices,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AMGN,AMGN,Amgen,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AMT,AMT,American Tower,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AMZN,AMZN,Amazon,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AVGO,AVGO,Broadcom,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AXP,AXP,American Express,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BA,BA,Boeing,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BAC,BAC,Bank of America,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BK,BK,BNY Mellon,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BKNG,BKNG,Booking Holdings,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BLK,BLK,BlackRock,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BMY,BMY,Bristol Myers Squibb,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
BRK.B,BRK-B,Berkshire Hathaway (Class B),Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
C,C,Citigroup,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CAT,CAT,Caterpillar Inc.,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CHTR,CHTR,Charter Communications,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CL,CL,Colgate-Palmolive,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CMCSA,CMCSA,Comcast,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
COF,COF,Capital One,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
COP,COP,ConocoPhillips,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
COST,COST,Costco,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CRM,CRM,Salesforce,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CSCO,CSCO,Cisco,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CVS,CVS,CVS Health,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
CVX,CVX,Chevron Corporation,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
DE,DE,Deere & Company,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
DHR,DHR,Danaher Corporation,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
DIS,DIS,Walt Disney Company (The),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
DUK,DUK,Duke Energy,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
EMR,EMR,Emerson Electric,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
FDX,FDX,FedEx,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GD,GD,General Dynamics,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GE,GE,GE Aerospace,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GILD,GILD,Gilead Sciences,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GM,GM,General Motors,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GOOG,GOOG,Alphabet Inc. (Class C),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
GS,GS,Goldman Sachs,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
HD,HD,Home Depot,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
HON,HON,Honeywell,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
IBM,IBM,IBM,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
INTC,INTC,Intel,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
INTU,INTU,Intuit,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ISRG,ISRG,Intuitive Surgical,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
JNJ,JNJ,Johnson & Johnson,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
JPM,JPM,JPMorgan Chase,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
KO,KO,Coca-Cola Company (The),Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
LIN,LIN,Linde plc,Materials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
LLY,LLY,Eli Lilly and Company,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
LMT,LMT,Lockheed Martin,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
LOW,LOW,Lowe's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MA,MA,Mastercard,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MCD,MCD,McDonald's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MDLZ,MDLZ,Mondelēz International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MDT,MDT,Medtronic,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MET,MET,MetLife,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
META,META,Meta Platforms,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MMM,MMM,3M,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MO,MO,Altria,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MRK,MRK,Merck & Co.,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MS,MS,Morgan Stanley,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
MSFT,MSFT,Microsoft,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
NEE,NEE,NextEra Energy,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
NFLX,NFLX,"Netflix, Inc.",Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
NKE,NKE,"Nike, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
NOW,NOW,ServiceNow,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
NVDA,NVDA,Nvidia,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
ORCL,ORCL,Oracle Corporation,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PEP,PEP,PepsiCo,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PFE,PFE,Pfizer,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PG,PG,Procter & Gamble,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PLTR,PLTR,Palantir Technologies,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PM,PM,Philip Morris International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
PYPL,PYPL,PayPal,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
QCOM,QCOM,Qualcomm,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
RTX,RTX,RTX Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
SBUX,SBUX,Starbucks,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
SCHW,SCHW,Charles Schwab Corporation,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
SO,SO,Southern Company,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
SPG,SPG,Simon Property Group,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
T,T,AT&T,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
TGT,TGT,Target Corporation,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
TMO,TMO,Thermo Fisher Scientific,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
TMUS,TMUS,T-Mobile US,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
TSLA,TSLA,"Tesla, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
TXN,TXN,Texas Instruments,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
UNH,UNH,UnitedHealth Group,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
UNP,UNP,Union Pacific Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
UPS,UPS,United Parcel Service,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
USB,USB,U.S. Bancorp,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
V,V,Visa Inc.,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
VZ,VZ,Verizon,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
WFC,WFC,Wells Fargo,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
WMT,WMT,Walmart,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
XOM,XOM,ExxonMobil,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-03-31,2025-04-29,2025-03-31,2025-03-26,1282496683
AAPL,AAPL,Apple Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
ABBV,ABBV,AbbVie,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
ABT,ABT,Abbott Laboratories,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
ACN,ACN,Accenture,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
ADBE,ADBE,Adobe Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AIG,AIG,American International Group,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AMD,AMD,Advanced Micro Devices,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AMGN,AMGN,Amgen,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AMT,AMT,American Tower,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AMZN,AMZN,Amazon,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AVGO,AVGO,Broadcom,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
AXP,AXP,American Express,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BA,BA,Boeing,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BAC,BAC,Bank of America,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BK,BK,BNY Mellon,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BKNG,BKNG,Booking Holdings,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BLK,BLK,BlackRock,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BMY,BMY,Bristol Myers Squibb,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
BRK.B,BRK-B,Berkshire Hathaway (Class B),Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
C,C,Citigroup,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
CAT,CAT,Caterpillar Inc.,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
CHTR,CHTR,Charter Communications,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-04-30,2025-05-30,2025-04-30,2025-04-09,1284761024
