Symbol,Name,Sector,YahooTicker,SnapshotDate,RevisionDate,OldId
NKE,Nike,Consumer Discretionary,NKE,2022-03-31,2022-03-27,1079595721
NVDA,Nvidia,Information Technology,NVDA,2022-03-31,2022-03-27,1079595721
ORCL,Oracle,Information Technology,ORCL,2022-03-31,2022-03-27,1079595721
PEP,PepsiCo,Consumer Staples,PEP,2022-03-31,2022-03-27,1079595721
PFE,Pfizer,Health Care,PFE,2022-03-31,2022-03-27,1079595721
PG,Procter & Gamble,Consumer Staples,PG,2022-03-31,2022-03-27,1079595721
PM,Philip Morris International,Consumer Staples,PM,2022-03-31,2022-03-27,1079595721
PYPL,PayPal,Information Technology,PYPL,2022-03-31,2022-03-27,1079595721
QCOM,Qualcomm,Information Technology,QCOM,2022-03-31,2022-03-27,1079595721
RTX,Raytheon Technologies,Industrials,RTX,2022-03-31,2022-03-27,1079595721
SBUX,Starbucks,Consumer Discretionary,SBUX,2022-03-31,2022-03-27,1079595721
SCHW,Charles Schwab,Financials,SCHW,2022-03-31,2022-03-27,1079595721
SO,Southern Company,Utilities,SO,2022-03-31,2022-03-27,1079595721
SPG,Simon,Real Estate,SPG,2022-03-31,2022-03-27,1079595721
T,AT&T,Communication Services,T,2022-03-31,2022-03-27,1079595721
TGT,Target,Consumer Discretionary,TGT,2022-03-31,2022-03-27,1079595721
TMO,Thermo Fisher Scientific,Health Care,TMO,2022-03-31,2022-03-27,1079595721
TMUS,T-Mobile,Communication Services,TMUS,2022-03-31,2022-03-27,1079595721
TSLA,Tesla,Consumer Discretionary,TSLA,2022-03-31,2022-03-27,1079595721
TXN,Texas Instruments,Information Technology,TXN,2022-03-31,2022-03-27,1079595721
UNH,UnitedHealth,Health Care,UNH,2022-03-31,2022-03-27,1079595721
UNP,Union Pacific,Industrials,UNP,2022-03-31,2022-03-27,1079595721
UPS,United Parcel Service,Industrials,UPS,2022-03-31,2022-03-27,1079595721
USB,U.S. Bank,Financials,USB,2022-03-31,2022-03-27,1079595721
V,Visa,Information Technology,V,2022-03-31,2022-03-27,1079595721
VZ,Verizon,Communication Services,VZ,2022-03-31,2022-03-27,1079595721
WBA,Walgreens Boots Alliance,Consumer Staples,WBA,2022-03-31,2022-03-27,1079595721
WFC,Wells Fargo,Financials,WFC,2022-03-31,2022-03-27,1079595721
WMT,Walmart,Consumer Staples,WMT,2022-03-31,2022-03-27,1079595721
XOM,ExxonMobil,Energy,XOM,2022-03-31,2022-03-27,1079595721
AAPL,Apple,Information Technology,AAPL,2022-04-30,2022-03-27,1079595721
ABBV,AbbVie,Health Care,ABBV,2022-04-30,2022-03-27,1079595721
ABT,Abbott,Health Care,ABT,2022-04-30,2022-03-27,1079595721
ACN,Accenture,Information Technology,ACN,2022-04-30,2022-03-27,1079595721
ADBE,Adobe,Information Technology,ADBE,2022-04-30,2022-03-27,1079595721
AIG,AIG,Financials,AIG,2022-04-30,2022-03-27,1079595721
AMGN,Amgen,Health Care,AMGN,2022-04-30,2022-03-27,1079595721
AMT,American Tower,Real Estate,AMT,2022-04-30,2022-03-27,1079595721
AMZN,Amazon,Consumer Discretionary,AMZN,2022-04-30,2022-03-27,1079595721
AVGO,Broadcom,Information Technology,AVGO,2022-04-30,2022-03-27,1079595721
AXP,American Express,Financials,AXP,2022-04-30,2022-03-27,1079595721
BA,Boeing,Industrials,BA,2022-04-30,2022-03-27,1079595721
BAC,Bank of America,Financials,BAC,2022-04-30,2022-03-27,1079595721
BK,BNY Mellon,Financials,BK,2022-04-30,2022-03-27,1079595721
BKNG,Booking Holdings,Consumer Discretionary,BKNG,2022-04-30,2022-03-27,1079595721
BLK,BlackRock,Financials,BLK,2022-04-30,2022-03-27,1079595721
BMY,Bristol Myers Squibb,Health Care,BMY,2022-04-30,2022-03-27,1079595721
BRK.B,Berkshire Hathaway,Financials,BRK-B,2022-04-30,2022-03-27,1079595721
C,Citigroup,Financials,C,2022-04-30,2022-03-27,1079595721
CAT,Caterpillar,Industrials,CAT,2022-04-30,2022-03-27,1079595721
CHTR,Charter Communications,Communication Services,CHTR,2022-04-30,2022-03-27,1079595721
CL,Colgate-Palmolive,Consumer Staples,CL,2022-04-30,2022-03-27,1079595721
CMCSA,Comcast,Communication Services,CMCSA,2022-04-30,2022-03-27,1079595721
COF,Capital One,Financials,COF,2022-04-30,2022-03-27,1079595721
COP,ConocoPhillips,Energy,COP,2022-04-30,2022-03-27,1079595721
COST,Costco,Consumer Staples,COST,2022-04-30,2022-03-27,1079595721
CRM,Salesforce,Information Technology,CRM,2022-04-30,2022-03-27,1079595721
CSCO,Cisco,Information Technology,CSCO,2022-04-30,2022-03-27,1079595721
CVS,CVS Health,Health Care,CVS,2022-04-30,2022-03-27,1079595721
CVX,Chevron,Energy,CVX,2022-04-30,2022-03-27,1079595721
DD,DuPont,Materials,DD,2022-04-30,2022-03-27,1079595721
DHR,Danaher,Health Care,DHR,2022-04-30,2022-03-27,1079595721
DIS,Disney,Communication Services,DIS,2022-04-30,2022-03-27,1079595721
DOW,Dow,Materials,DOW,2022-04-30,2022-03-27,1079595721
DUK,Duke Energy,Utilities,DUK,2022-04-30,2022-03-27,1079595721
EMR,Emerson,Industrials,EMR,2022-04-30,2022-03-27,1079595721
EXC,Exelon,Utilities,EXC,2022-04-30,2022-03-27,1079595721
F,Ford,Consumer Discretionary,F,2022-04-30,2022-03-27,1079595721
FB,Meta,Communication Services,FB,2022-04-30,2022-03-27,1079595721
FDX,FedEx,Industrials,FDX,2022-04-30,2022-03-27,1079595721
GD,General Dynamics,Industrials,GD,2022-04-30,2022-03-27,1079595721
GE,GE,Industrials,GE,2022-04-30,2022-03-27,1079595721
GILD,Gilead,Health Care,GILD,2022-04-30,2022-03-27,1079595721
GM,GM,Consumer Discretionary,GM,2022-04-30,2022-03-27,1079595721
GOOG,Alphabet (Class C),Communication Services,GOOG,2022-04-30,2022-03-27,1079595721
GOOGL,Alphabet (Class A),Communication Services,GOOGL,2022-04-30,2022-03-27,1079595721
GS,Goldman Sachs,Financials,GS,2022-04-30,2022-03-27,1079595721
HD,Home Depot,Consumer Discretionary,HD,2022-04-30,2022-03-27,1079595721
HON,Honeywell,Industrials,HON,2022-04-30,2022-03-27,1079595721
IBM,IBM,Information Technology,IBM,2022-04-30,2022-03-27,1079595721
INTC,Intel,Information Technology,INTC,2022-04-30,2022-03-27,1079595721
JNJ,Johnson & Johnson,Health Care,JNJ,2022-04-30,2022-03-27,1079595721
JPM,JPMorgan Chase,Financials,JPM,2022-04-30,2022-03-27,1079595721
KHC,Kraft Heinz,Consumer Staples,KHC,2022-04-30,2022-03-27,1079595721
KO,Coca-Cola,Consumer Staples,KO,2022-04-30,2022-03-27,1079595721
LIN,Linde,Materials,LIN,2022-04-30,2022-03-27,1079595721
LLY,Lilly,Health Care,LLY,2022-04-30,2022-03-27,1079595721
LMT,Lockheed Martin,Industrials,LMT,2022-04-30,2022-03-27,1079595721
LOW,Lowe's,Consumer Discretionary,LOW,2022-04-30,2022-03-27,1079595721
MA,Mastercard,Information Technology,MA,2022-04-30,2022-03-27,1079595721
MCD,McDonald's,Consumer Discretionary,MCD,2022-04-30,2022-03-27,1079595721
MDLZ,Mondelēz International,Consumer Staples,MDLZ,2022-04-30,2022-03-27,1079595721
MDT,Medtronic,Health Care,MDT,2022-04-30,2022-03-27,1079595721
MET,MetLife,Financials,MET,2022-04-30,2022-03-27,1079595721
MMM,3M,Industrials,MMM,2022-04-30,2022-03-27,1079595721
MO,Altria,Consumer Staples,MO,2022-04-30,2022-03-27,1079595721
MRK,Merck,Health Care,MRK,2022-04-30,2022-03-27,1079595721
MS,Morgan Stanley,Financials,MS,2022-04-30,2022-03-27,1079595721
MSFT,Microsoft,Information Technology,MSFT,2022-04-30,2022-03-27,1079595721
NEE,NextEra Energy,Utilities,NEE,2022-04-30,2022-03-27,1079595721
NFLX,Netflix,Communication Services,NFLX,2022-04-30,2022-03-27,1079595721
NKE,Nike,Consumer Discretionary,NKE,2022-04-30,2022-03-27,1079595721
NVDA,Nvidia,Information Technology,NVDA,2022-04-30,2022-03-27,1079595721
ORCL,Oracle,Information Technology,ORCL,2022-04-30,2022-03-27,1079595721
PEP,PepsiCo,Consumer Staples,PEP,2022-04-30,2022-03-27,1079595721
PFE,Pfizer,Health Care,PFE,2022-04-30,2022-03-27,1079595721
PG,Procter & Gamble,Consumer Staples,PG,2022-04-30,2022-03-27,1079595721
PM,Philip Morris International,Consumer Staples,PM,2022-04-30,2022-03-27,1079595721
PYPL,PayPal,Information Technology,PYPL,2022-04-30,2022-03-27,1079595721
QCOM,Qualcomm,Information Technology,QCOM,2022-04-30,2022-03-27,1079595721
RTX,Raytheon Technologies,Industrials,RTX,2022-04-30,2022-03-27,1079595721
SBUX,Starbucks,Consumer Discretionary,SBUX,2022-04-30,2022-03-27,1079595721
SCHW,Charles Schwab,Financials,SCHW,2022-04-30,2022-03-27,1079595721
SO,Southern Company,Utilities,SO,2022-04-30,2022-03-27,1079595721
SPG,Simon,Real Estate,SPG,2022-04-30,2022-03-27,1079595721
T,AT&T,Communication Services,T,2022-04-30,2022-03-27,1079595721
TGT,Target,Consumer Discretionary,TGT,2022-04-30,2022-03-27,1079595721
TMO,Thermo Fisher Scientific,Health Care,TMO,2022-04-30,2022-03-27,1079595721
TMUS,T-Mobile,Communication Services,TMUS,2022-04-30,2022-03-27,1079595721
TSLA,Tesla,Consumer Discretionary,TSLA,2022-04-30,2022-03-27,1079595721
TXN,Texas Instruments,Information Technology,TXN,2022-04-30,2022-03-27,1079595721
UNH,UnitedHealth,Health Care,UNH,2022-04-30,2022-03-27,1079595721
UNP,Union Pacific,Industrials,UNP,2022-04-30,2022-03-27,1079595721
UPS,United Parcel Service,Industrials,UPS,2022-04-30,2022-03-27,1079595721
USB,U.S. Bank,Financials,USB,2022-04-30,2022-03-27,1079595721
V,Visa,Information Technology,V,2022-04-30,2022-03-27,1079595721
VZ,Verizon,Communication Services,VZ,2022-04-30,2022-03-27,1079595721
WBA,Walgreens Boots Alliance,Consumer Staples,WBA,2022-04-30,2022-03-27,1079595721
WFC,Wells Fargo,Financials,WFC,2022-04-30,2022-03-27,1079595721
WMT,Walmart,Consumer Staples,WMT,2022-04-30,2022-03-27,1079595721
XOM,ExxonMobil,Energy,XOM,2022-04-30,2022-03-27,1079595721
AAPL,Apple,Information Technology,AAPL,2022-05-31,2022-05-10,1087080885
ABBV,AbbVie,Health Care,ABBV,2022-05-31,2022-05-10,1087080885
ABT,Abbott,Health Care,ABT,2022-05-31,2022-05-10,1087080885
ACN,Accenture,Information Technology,ACN,2022-05-31,2022-05-10,1087080885
ADBE,Adobe,Information Technology,ADBE,2022-05-31,2022-05-10,1087080885
AIG,AIG,Financials,AIG,2022-05-31,2022-05-10,1087080885
AMGN,Amgen,Health Care,AMGN,2022-05-31,2022-05-10,1087080885
AMT,American Tower,Real Estate,AMT,2022-05-31,2022-05-10,1087080885
AMZN,Amazon,Consumer Discretionary,AMZN,2022-05-31,2022-05-10,1087080885
AVGO,Broadcom,Information Technology,AVGO,2022-05-31,2022-05-10,1087080885
AXP,American Express,Financials,AXP,2022-05-31,2022-05-10,1087080885
BA,Boeing,Industrials,BA,2022-05-31,2022-05-10,1087080885
BAC,Bank of America,Financials,BAC,2022-05-31,2022-05-10,1087080885
BK,BNY Mellon,Financials,BK,2022-05-31,2022-05-10,1087080885
BKNG,Booking Holdings,Consumer Discretionary,BKNG,2022-05-31,2022-05-10,1087080885
BLK,BlackRock,Financials,BLK,2022-05-31,2022-05-10,1087080885
BMY,Bristol Myers Squibb,Health Care,BMY,2022-05-31,2022-05-10,1087080885
BRK.B,Berkshire Hathaway,Financials,BRK-B,2022-05-31,2022-05-10,1087080885
C,Citigroup,Financials,C,2022-05-31,2022-05-10,1087080885
CAT,Caterpillar,Industrials,CAT,2022-05-31,2022-05-10,1087080885
CHTR,Charter Communications,Communication Services,CHTR,2022-05-31,2022-05-10,1087080885
CL,Colgate-Palmolive,Consumer Staples,CL,2022-05-31,2022-05-10,1087080885
CMCSA,Comcast,Communication Services,CMCSA,2022-05-31,2022-05-10,1087080885
COF,Capital One,Financials,COF,2022-05-31,2022-05-10,1087080885
COP,ConocoPhillips,Energy,COP,2022-05-31,2022-05-10,1087080885
COST,Costco,Consumer Staples,COST,2022-05-31,2022-05-10,1087080885
CRM,Salesforce,Information Technology,CRM,2022-05-31,2022-05-10,1087080885
CSCO,Cisco,Information Technology,CSCO,2022-05-31,2022-05-10,1087080885
CVS,CVS Health,Health Care,CVS,2022-05-31,2022-05-10,1087080885
CVX,Chevron,Energy,CVX,2022-05-31,2022-05-10,1087080885
DD,DuPont,Materials,DD,2022-05-31,2022-05-10,1087080885
DHR,Danaher,Health Care,DHR,2022-05-31,2022-05-10,1087080885
DIS,Disney,Communication Services,DIS,2022-05-31,2022-05-10,1087080885
DOW,Dow,Materials,DOW,2022-05-31,2022-05-10,1087080885
DUK,Duke Energy,Utilities,DUK,2022-05-31,2022-05-10,1087080885
EMR,Emerson,Industrials,EMR,2022-05-31,2022-05-10,1087080885
EXC,Exelon,Utilities,EXC,2022-05-31,2022-05-10,1087080885
F,Ford,Consumer Discretionary,F,2022-05-31,2022-05-10,1087080885
FB,Meta,Communication Services,FB,2022-05-31,2022-05-10,1087080885
FDX,FedEx,Industrials,FDX,2022-05-31,2022-05-10,1087080885
GD,General Dynamics,Industrials,GD,2022-05-31,2022-05-10,1087080885
GE,GE,Industrials,GE,2022-05-31,2022-05-10,1087080885
GILD,Gilead,Health Care,GILD,2022-05-31,2022-05-10,1087080885
GM,GM,Consumer Discretionary,GM,2022-05-31,2022-05-10,1087080885
GOOG,Alphabet (Class C),Communication Services,GOOG,2022-05-31,2022-05-10,1087080885
GOOGL,Alphabet (Class A),Communication Services,GOOGL,2022-05-31,2022-05-10,1087080885
GS,Goldman Sachs,Financials,GS,2022-05-31,2022-05-10,1087080885
HD,Home Depot,Consumer Discretionary,HD,2022-05-31,2022-05-10,1087080885
HON,Honeywell,Industrials,HON,2022-05-31,2022-05-10,1087080885
IBM,IBM,Information Technology,IBM,2022-05-31,2022-05-10,1087080885
INTC,Intel,Information Technology,INTC,2022-05-31,2022-05-10,1087080885
JNJ,Johnson & Johnson,Health Care,JNJ,2022-05-31,2022-05-10,1087080885
JPM,JPMorgan Chase,Financials,JPM,2022-05-31,2022-05-10,1087080885
KHC,Kraft Heinz,Consumer Staples,KHC,2022-05-31,2022-05-10,1087080885
KO,Coca-Cola,Consumer Staples,KO,2022-05-31,2022-05-10,1087080885
LIN,Linde,Materials,LIN,2022-05-31,2022-05-10,1087080885
LLY,Lilly,Health Care,LLY,2022-05-31,2022-05-10,1087080885
LMT,Lockheed Martin,Industrials,LMT,2022-05-31,2022-05-10,1087080885
LOW,Lowe's,Consumer Discretionary,LOW,2022-05-31,2022-05-10,1087080885
MA,Mastercard,Information Technology,MA,2022-05-31,2022-05-10,1087080885
MCD,McDonald's,Consumer Discretionary,MCD,2022-05-31,2022-05-10,1087080885
MDLZ,Mondelēz International,Consumer Staples,MDLZ,2022-05-31,2022-05-10,1087080885
MDT,Medtronic,Health Care,MDT,2022-05-31,2022-05-10,1087080885
MET,MetLife,Financials,MET,2022-05-31,2022-05-10,1087080885
MMM,3M,Industrials,MMM,2022-05-31,2022-05-10,1087080885
MO,Altria,Consumer Staples,MO,2022-05-31,2022-05-10,1087080885
MRK,Merck,Health Care,MRK,2022-05-31,2022-05-10,1087080885
MS,Morgan Stanley,Financials,MS,2022-05-31,2022-05-10,1087080885
MSFT,Microsoft,Information Technology,MSFT,2022-05-31,2022-05-10,1087080885
NEE,NextEra Energy,Utilities,NEE,2022-05-31,2022-05-10,1087080885
NFLX,Netflix,Communication Services,NFLX,2022-05-31,2022-05-10,1087080885
NKE,Nike,Consumer Discretionary,NKE,2022-05-31,2022-05-10,1087080885
NVDA,Nvidia,Information Technology,NVDA,2022-05-31,2022-05-10,1087080885
ORCL,Oracle,Information Technology,ORCL,2022-05-31,2022-05-10,1087080885
PEP,PepsiCo,Consumer Staples,PEP,2022-05-31,2022-05-10,1087080885
PFE,Pfizer,Health Care,PFE,2022-05-31,2022-05-10,1087080885
PG,Procter & Gamble,Consumer Staples,PG,2022-05-31,2022-05-10,1087080885
PM,Philip Morris International,Consumer Staples,PM,2022-05-31,2022-05-10,1087080885
PYPL,PayPal,Information Technology,PYPL,2022-05-31,2022-05-10,1087080885
QCOM,Qualcomm,Information Technology,QCOM,2022-05-31,2022-05-10,1087080885
RTX,Raytheon Technologies,Industrials,RTX,2022-05-31,2022-05-10,1087080885
SBUX,Starbucks,Consumer Discretionary,SBUX,2022-05-31,2022-05-10,1087080885
SCHW,Charles Schwab,Financials,SCHW,2022-05-31,2022-05-10,1087080885
SO,Southern Company,Utilities,SO,2022-05-31,2022-05-10,1087080885
SPG,Simon,Real Estate,SPG,2022-05-31,2022-05-10,1087080885
T,AT&T,Communication Services,T,2022-05-31,2022-05-10,1087080885
TGT,Target,Consumer Discretionary,TGT,2022-05-31,2022-05-10,1087080885
TMO,Thermo Fisher Scientific,Health Care,TMO,2022-05-31,2022-05-10,1087080885
TMUS,T-Mobile,Communication Services,TMUS,2022-05-31,2022-05-10,1087080885
TSLA,Tesla,Consumer Discretionary,TSLA,2022-05-31,2022-05-10,1087080885
TXN,Texas Instruments,Information Technology,TXN,2022-05-31,2022-05-10,1087080885
UNH,UnitedHealth,Health Care,UNH,2022-05-31,2022-05-10,1087080885
UNP,Union Pacific,Industrials,UNP,2022-05-31,2022-05-10,1087080885
UPS,United Parcel Service,Industrials,UPS,2022-05-31,2022-05-10,1087080885
USB,U.S. Bank,Financials,USB,2022-05-31,2022-05-10,1087080885
V,Visa,Information Technology,V,2022-05-31,2022-05-10,1087080885
VZ,Verizon,Communication Services,VZ,2022-05-31,2022-05-10,1087080885
WBA,Walgreens Boots Alliance,Consumer Staples,WBA,2022-05-31,2022-05-10,1087080885
WFC,Wells Fargo,Financials,WFC,2022-05-31,2022-05-10,1087080885
WMT,Walmart,Consumer Staples,WMT,2022-05-31,2022-05-10,1087080885
XOM,ExxonMobil,Energy,XOM,2022-05-31,2022-05-10,1087080885
AAPL,Apple,Information Technology,AAPL,2022-06-30,2022-06-09,1092242052
ABBV,AbbVie,Health Care,ABBV,2022-06-30,2022-06-09,1092242052
ABT,Abbott,Health Care,ABT,2022-06-30,2022-06-09,1092242052
ACN,Accenture,Information Technology,ACN,2022-06-30,2022-06-09,1092242052
ADBE,Adobe,Information Technology,ADBE,2022-06-30,2022-06-09,1092242052
AIG,AIG,Financials,AIG,2022-06-30,2022-06-09,1092242052
AMGN,Amgen,Health Care,AMGN,2022-06-30,2022-06-09,1092242052
AMT,American Tower,Real Estate,AMT,2022-06-30,2022-06-09,1092242052
AMZN,Amazon,Consumer Discretionary,AMZN,2022-06-30,2022-06-09,1092242052
AVGO,Broadcom,Information Technology,AVGO,2022-06-30,2022-06-09,1092242052
AXP,American Express,Financials,AXP,2022-06-30,2022-06-09,1092242052
BA,Boeing,Industrials,BA,2022-06-30,2022-06-09,1092242052
BAC,Bank of America,Financials,BAC,2022-06-30,2022-06-09,1092242052
BK,BNY Mellon,Financials,BK,2022-06-30,2022-06-09,1092242052
BKNG,Booking Holdings,Consumer Discretionary,BKNG,2022-06-30,2022-06-09,1092242052
BLK,BlackRock,Financials,BLK,2022-06-30,2022-06-09,1092242052
BMY,Bristol Myers Squibb,Health Care,BMY,2022-06-30,2022-06-09,1092242052
BRK.B,Berkshire Hathaway,Financials,BRK-B,2022-06-30,2022-06-09,1092242052
C,Citigroup,Financials,C,2022-06-30,2022-06-09,1092242052
CAT,Caterpillar,Industrials,CAT,2022-06-30,2022-06-09,1092242052
CHTR,Charter Communications,Communication Services,CHTR,2022-06-30,2022-06-09,1092242052
CL,Colgate-Palmolive,Consumer Staples,CL,2022-06-30,2022-06-09,1092242052
CMCSA,Comcast,Communication Services,CMCSA,2022-06-30,2022-06-09,1092242052
COF,Capital One,Financials,COF,2022-06-30,2022-06-09,1092242052
COP,ConocoPhillips,Energy,COP,2022-06-30,2022-06-09,1092242052
COST,Costco,Consumer Staples,COST,2022-06-30,2022-06-09,1092242052
CRM,Salesforce,Information Technology,CRM,2022-06-30,2022-06-09,1092242052
CSCO,Cisco,Information Technology,CSCO,2022-06-30,2022-06-09,1092242052
CVS,CVS Health,Health Care,CVS,2022-06-30,2022-06-09,1092242052
CVX,Chevron,Energy,CVX,2022-06-30,2022-06-09,1092242052
DD,DuPont,Materials,DD,2022-06-30,2022-06-09,1092242052
DHR,Danaher,Health Care,DHR,2022-06-30,2022-06-09,1092242052
DIS,Disney,Communication Services,DIS,2022-06-30,2022-06-09,1092242052
DOW,Dow,Materials,DOW,2022-06-30,2022-06-09,1092242052
DUK,Duke Energy,Utilities,DUK,2022-06-30,2022-06-09,1092242052
EMR,Emerson,Industrials,EMR,2022-06-30,2022-06-09,1092242052
EXC,Exelon,Utilities,EXC,2022-06-30,2022-06-09,1092242052
F,Ford,Consumer Discretionary,F,2022-06-30,2022-06-09,1092242052
FDX,FedEx,Industrials,FDX,2022-06-30,2022-06-09,1092242052
GD,General Dynamics,Industrials,GD,2022-06-30,2022-06-09,1092242052
GE,GE,Industrials,GE,2022-06-30,2022-06-09,1092242052
GILD,Gilead,Health Care,GILD,2022-06-30,2022-06-09,1092242052
GM,GM,Consumer Discretionary,GM,2022-06-30,2022-06-09,1092242052
GOOG,Alphabet (Class C),Communication Services,GOOG,2022-06-30,2022-06-09,1092242052
GOOGL,Alphabet (Class A),Communication Services,GOOGL,2022-06-30,2022-06-09,1092242052
GS,Goldman Sachs,Financials,GS,2022-06-30,2022-06-09,1092242052
HD,Home Depot,Consumer Discretionary,HD,2022-06-30,2022-06-09,1092242052
HON,Honeywell,Industrials,HON,2022-06-30,2022-06-09,1092242052
IBM,IBM,Information Technology,IBM,2022-06-30,2022-06-09,1092242052
INTC,Intel,Information Technology,INTC,2022-06-30,2022-06-09,1092242052
JNJ,Johnson & Johnson,Health Care,JNJ,2022-06-30,2022-06-09,1092242052
JPM,JPMorgan Chase,Financials,JPM,2022-06-30,2022-06-09,1092242052
KHC,Kraft Heinz,Consumer Staples,KHC,2022-06-30,2022-06-09,1092242052
KO,Coca-Cola,Consumer Staples,KO,2022-06-30,2022-06-09,1092242052
LIN,Linde,Materials,LIN,2022-06-30,2022-06-09,1092242052
LLY,Lilly,Health Care,LLY,2022-06-30,2022-06-09,1092242052
LMT,Lockheed Martin,Industrials,LMT,2022-06-30,2022-06-09,1092242052
LOW,Lowe's,Consumer Discretionary,LOW,2022-06-30,2022-06-09,1092242052
MA,Mastercard,Information Technology,MA,2022-06-30,2022-06-09,1092242052
MCD,McDonald's,Consumer Discretionary,MCD,2022-06-30,2022-06-09,1092242052
MDLZ,Mondelēz International,Consumer Staples,MDLZ,2022-06-30,2022-06-09,1092242052
MDT,Medtronic,Health Care,MDT,2022-06-30,2022-06-09,1092242052
MET,MetLife,Financials,MET,2022-06-30,2022-06-09,1092242052
META,Meta,Communication Services,META,2022-06-30,2022-06-09,1092242052
MMM,3M,Industrials,MMM,2022-06-30,2022-06-09,1092242052
MO,Altria,Consumer Staples,MO,2022-06-30,2022-06-09,1092242052
MRK,Merck,Health Care,MRK,2022-06-30,2022-06-09,1092242052
MS,Morgan Stanley,Financials,MS,2022-06-30,2022-06-09,1092242052
MSFT,Microsoft,Information Technology,MSFT,2022-06-30,2022-06-09,1092242052
NEE,NextEra Energy,Utilities,NEE,2022-06-30,2022-06-09,1092242052
NFLX,Netflix,Communication Services,NFLX,2022-06-30,2022-06-09,1092242052
NKE,Nike,Consumer Discretionary,NKE,2022-06-30,2022-06-09,1092242052
NVDA,Nvidia,Information Technology,NVDA,2022-06-30,2022-06-09,1092242052
ORCL,Oracle,Information Technology,ORCL,2022-06-30,2022-06-09,1092242052
PEP,PepsiCo,Consumer Staples,PEP,2022-06-30,2022-06-09,1092242052
PFE,Pfizer,Health Care,PFE,2022-06-30,2022-06-09,1092242052
PG,Procter & Gamble,Consumer Staples,PG,2022-06-30,2022-06-09,1092242052
PM,Philip Morris International,Consumer Staples,PM,2022-06-30,2022-06-09,1092242052
PYPL,PayPal,Information Technology,PYPL,2022-06-30,2022-06-09,1092242052
QCOM,Qualcomm,Information Technology,QCOM,2022-06-30,2022-06-09,1092242052
RTX,Raytheon Technologies,Industrials,RTX,2022-06-30,2022-06-09,1092242052
SBUX,Starbucks,Consumer Discretionary,SBUX,2022-06-30,2022-06-09,1092242052
SCHW,Charles Schwab,Financials,SCHW,2022-06-30,2022-06-09,1092242052
SO,Southern Company,Utilities,SO,2022-06-30,2022-06-09,1092242052
SPG,Simon,Real Estate,SPG,2022-06-30,2022-06-09,1092242052
T,AT&T,Communication Services,T,2022-06-30,2022-06-09,1092242052
TGT,Target,Consumer Discretionary,TGT,2022-06-30,2022-06-09,1092242052
TMO,Thermo Fisher Scientific,Health Care,TMO,2022-06-30,2022-06-09,1092242052
TMUS,T-Mobile,Communication Services,TMUS,2022-06-30,2022-06-09,1092242052
TSLA,Tesla,Consumer Discretionary,TSLA,2022-06-30,2022-06-09,1092242052
TXN,Texas Instruments,Information Technology,TXN,2022-06-30,2022-06-09,1092242052
UNH,UnitedHealth,Health Care,UNH,2022-06-30,2022-06-09,1092242052
UNP,Union Pacific,Industrials,UNP,2022-06-30,2022-06-09,1092242052
UPS,United Parcel Service,Industrials,UPS,2022-06-30,2022-06-09,1092242052
USB,U.S. Bank,Financials,USB,2022-06-30,2022-06-09,1092242052
V,Visa,Information Technology,V,2022-06-30,2022-06-09,1092242052
VZ,Verizon,Communication Services,VZ,2022-06-30,2022-06-09,1092242052
WBA,Walgreens Boots Alliance,Consumer Staples,WBA,2022-06-30,2022-06-09,1092242052
WFC,Wells Fargo,Financials,WFC,2022-06-30,2022-06-09,1092242052
WMT,Walmart,Consumer Staples,WMT,2022-06-30,2022-06-09,1092242052
XOM,ExxonMobil,Energy,XOM,2022-06-30,2022-06-09,1092242052
AAPL,Apple,Information Technology,AAPL,2022-07-31,2022-06-09,1092242052
ABBV,AbbVie,Health Care,ABBV,2022-07-31,2022-06-09,1092242052
ABT,Abbott,Health Care,ABT,2022-07-31,2022-06-09,1092242052
ACN,Accenture,Information Technology,ACN,2022-07-31,2022-06-09,1092242052
ADBE,Adobe,Information Technology,ADBE,2022-07-31,2022-06-09,1092242052
AIG,AIG,Financials,AIG,2022-07-31,2022-06-09,1092242052
AMGN,Amgen,Health Care,AMGN,2022-07-31,2022-06-09,1092242052
AMT,American Tower,Real Estate,AMT,2022-07-31,2022-06-09,1092242052
AMZN,Amazon,Consumer Discretionary,AMZN,2022-07-31,2022-06-09,1092242052
AVGO,Broadcom,Information Technology,AVGO,2022-07-31,2022-06-09,1092242052
AXP,American Express,Financials,AXP,2022-07-31,2022-06-09,1092242052
BA,Boeing,Industrials,BA,2022-07-31,2022-06-09,1092242052
BAC,Bank of America,Financials,BAC,2022-07-31,2022-06-09,1092242052
BK,BNY Mellon,Financials,BK,2022-07-31,2022-06-09,1092242052
BKNG,Booking Holdings,Consumer Discretionary,BKNG,2022-07-31,2022-06-09,1092242052
BLK,BlackRock,Financials,BLK,2022-07-31,2022-06-09,1092242052
BMY,Bristol Myers Squibb,Health Care,BMY,2022-07-31,2022-06-09,1092242052
BRK.B,Berkshire Hathaway,Financials,BRK-B,2022-07-31,2022-06-09,1092242052
C,Citigroup,Financials,C,2022-07-31,2022-06-09,1092242052
CAT,Caterpillar,Industrials,CAT,2022-07-31,2022-06-09,1092242052
CHTR,Charter Communications,Communication Services,CHTR,2022-07-31,2022-06-09,1092242052
CL,Colgate-Palmolive,Consumer Staples,CL,2022-07-31,2022-06-09,1092242052
