Variant_x,SignalDate,NextDate,Baseline_GrossReturn,Baseline_NetReturn,Baseline_Turnover,Baseline_NAV,Baseline_Holdings,Variant_y,Candidate_GrossReturn,Candidate_NetReturn,Candidate_Turnover,Candidate_NAV,Candidate_Holdings,Baseline_DominantSector,Baseline_DominantSectorWeight,Baseline_DominantSectorCount,Baseline_ITWeight,Candidate_DominantSector,Candidate_DominantSectorWeight,Candidate_DominantSectorCount,Candidate_ITWeight,NetReturnDelta,TurnoverDelta,OverlayTriggered,LossMonthBaseline,LossMonthCandidate,LossReduced
rule_sector_cap2_breadth_risk_off,2022-05-31,2022-06-30,-0.10250639527535275,-0.1038397286086861,1.3333333333333333,1.693901055294718,6,rule_sector_cap2_breadth_it_risk_off,-0.10250639527535275,-0.1038397286086861,1.3333333333333333,1.7311236988423133,6,Energy,0.3333333333333333,2,,Energy,0.3333333333333333,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2022-06-30,2022-07-29,-0.024099176206850065,-0.02551584287351673,1.4166666666666665,1.6506797421245338,4,rule_sector_cap2_breadth_it_risk_off,-0.024099176206850065,-0.02551584287351673,1.4166666666666665,1.6869526185480317,4,Health Care,0.375,2,,Health Care,0.375,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2022-07-29,2022-08-31,-0.04039570944712102,-0.041520709447121024,1.125,1.5821423481615324,4,rule_sector_cap2_breadth_it_risk_off,-0.04039570944712102,-0.041520709447121024,1.125,1.616909149022239,4,Health Care,0.5625,3,,Health Care,0.5625,3,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2022-08-31,2022-09-30,-0.07196369484126652,-0.07271369484126652,0.75,1.46709893226187,4,rule_sector_cap2_breadth_it_risk_off,-0.07196369484126652,-0.07271369484126652,0.75,1.4993377105741839,4,Industrials,0.375,2,,Industrials,0.375,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2022-09-30,2022-10-31,0.05839039164197916,0.056890391641979156,1.5,1.5505627650957772,4,rule_sector_cap2_breadth_it_risk_off,0.05839039164197916,0.056890391641979156,1.5,1.5846356201323375,4,Energy,0.1875,1,,Energy,0.1875,1,,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2022-10-31,2022-11-30,0.019282951557994962,0.01781866584370925,1.4642857142857144,1.5781917248767166,7,rule_sector_cap2_breadth_it_risk_off,0.019282951557994962,0.01781866584370925,1.4642857142857144,1.6128717127315144,7,ETF,0.2857142857142857,2,,ETF,0.2857142857142857,2,,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2022-11-30,2023-01-31,-0.025002280715922618,-0.02614513785877976,1.1428571428571428,1.5369296846622293,6,rule_sector_cap2_breadth_it_risk_off,-0.025002280715922618,-0.02614513785877976,1.1428571428571428,1.5707029594536226,6,Financials,0.3333333333333333,2,,Financials,0.3333333333333333,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2023-01-31,2023-02-28,0.026845499854564046,0.024845499854564045,2.0,1.5751154709189799,6,rule_sector_cap2_breadth_it_risk_off,0.026845499854564046,0.024845499854564045,2.0,1.6097278596042908,6,Financials,0.3333333333333333,2,0.3333333333333333,Financials,0.3333333333333333,2,0.3333333333333333,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-02-28,2023-03-31,0.20733900981529674,0.2062556764819634,1.0833333333333335,1.8999919779105805,4,rule_sector_cap2_breadth_it_risk_off,0.20733900981529674,0.2062556764819634,1.0833333333333335,1.9417433682388368,4,Industrials,0.375,2,0.1875,Industrials,0.375,2,0.1875,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-03-31,2023-04-28,0.003766771886454744,0.0026834385531214104,1.0833333333333335,1.9050904896347272,6,rule_sector_cap2_breadth_it_risk_off,0.003766771886454744,0.0026834385531214104,1.0833333333333335,1.9469539172534365,6,Financials,0.3333333333333333,2,0.3333333333333333,Financials,0.3333333333333333,2,0.3333333333333333,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-04-28,2023-05-31,0.06741778737871282,0.06616778737871282,1.25,2.0311461120900858,8,rule_sector_cap2_breadth_it_risk_off,0.06741778737871282,0.06616778737871282,1.25,2.0757795500864136,8,ETF,0.25,2,0.25,ETF,0.25,2,0.25,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-05-31,2023-06-30,0.07342870186430461,0.07267870186430461,0.75,2.178767174813523,8,rule_sector_cap2_breadth_it_risk_off,0.07342870186430461,0.07267870186430461,0.75,2.2266445131431647,8,ETF,0.25,2,0.25,ETF,0.25,2,0.25,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-06-30,2023-07-31,0.08256195432533817,0.08181195432533817,0.75,2.3570163754049127,8,rule_sector_cap2_breadth_it_risk_off,0.08256195432533817,0.08181195432533817,0.75,2.4088106523511983,8,ETF,0.25,2,0.25,ETF,0.25,2,0.25,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_risk_off,2023-07-31,2023-08-31,-0.028765334793979427,-0.029015334793979428,0.25,2.2886267561576474,8,rule_sector_cap2_breadth_it_risk_off,-0.028765334793979427,-0.029015334793979428,0.25,2.3389182048179245,8,ETF,0.25,2,0.25,ETF,0.25,2,0.25,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_risk_off,2023-08-31,2023-10-31,-0.07744523738552914,-0.07819523738552914,0.75,2.1096670436730265,8,rule_sector_cap2_breadth_it_risk_off,-0.07744523738552914,-0.07819523738552914,0.75,2.156025940566851,8,Communication Services,0.25,2,0.25,Communication Services,0.25,2,0.25,0.0,0.0,0,1,1,0
